Set,K,E,TA,%,team,Date,Time,Site,Attendance,url
Set #5,9,3,19,.316,Harvard,2014-10-17,NA,"                 Cambridge, Mass. (Malkin Athletic Cent)

",143,https://gocrimson.com/boxscore.aspx?id=25963&path=wvball
Set #1,12,5,47,.149,Princeton,2014-10-18,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",177,https://gocrimson.com/boxscore.aspx?id=25964&path=wvball
Set #2,10,7,46,.065,Princeton,2014-10-18,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",177,https://gocrimson.com/boxscore.aspx?id=25964&path=wvball
Set #3,14,6,39,.205,Princeton,2014-10-18,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",177,https://gocrimson.com/boxscore.aspx?id=25964&path=wvball
Set #1,16,10,41,.146,Harvard,2014-10-18,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",177,https://gocrimson.com/boxscore.aspx?id=25964&path=wvball
Set #2,16,4,44,.273,Harvard,2014-10-18,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",177,https://gocrimson.com/boxscore.aspx?id=25964&path=wvball
Set #3,16,4,36,.333,Harvard,2014-10-18,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",177,https://gocrimson.com/boxscore.aspx?id=25964&path=wvball
Set #1,7,6,31,.032,Dartmouth,2014-10-24,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",222,https://gocrimson.com/boxscore.aspx?id=25965&path=wvball
Set #2,10,3,27,.259,Dartmouth,2014-10-24,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",222,https://gocrimson.com/boxscore.aspx?id=25965&path=wvball
Set #3,9,7,29,.069,Dartmouth,2014-10-24,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",222,https://gocrimson.com/boxscore.aspx?id=25965&path=wvball
Set #1,13,4,32,.281,Harvard,2014-10-24,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",222,https://gocrimson.com/boxscore.aspx?id=25965&path=wvball
Set #2,19,4,30,.500,Harvard,2014-10-24,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",222,https://gocrimson.com/boxscore.aspx?id=25965&path=wvball
Set #3,12,6,29,.207,Harvard,2014-10-24,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",222,https://gocrimson.com/boxscore.aspx?id=25965&path=wvball
Set #1,12,7,31,.161,Harvard,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #2,12,5,36,.194,Harvard,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #3,15,7,51,.157,Harvard,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #4,11,5,36,.167,Harvard,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #1,9,7,35,.057,Brown,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #2,9,10,37,-.027,Brown,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #3,13,7,51,.118,Brown,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #4,8,12,44,-.091,Brown,2014-10-31,19:00:00,"                 Providence, R.I. (Pizzitola Center)

",72,https://gocrimson.com/boxscore.aspx?id=25966&path=wvball
Set #1,13,7,44,.136,Harvard,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
Set #2,16,7,46,.196,Harvard,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
Set #3,18,3,36,.417,Harvard,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
Set #1,14,9,43,.116,Yale,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
Set #2,13,8,44,.114,Yale,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
Set #3,10,7,38,.079,Yale,2014-11-01,NA,"                 New Haven, CT (Lee Amphitheater)

",512,https://gocrimson.com/boxscore.aspx?id=25967&path=wvball
Set #1,16,1,35,.429,Harvard,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #2,12,8,34,.118,Harvard,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #3,13,6,44,.159,Harvard,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #4,15,4,38,.289,Harvard,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #5,8,4,24,.167,Harvard,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #1,15,6,41,.220,Princeton,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #2,15,3,37,.324,Princeton,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #3,14,9,42,.119,Princeton,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #4,15,2,39,.333,Princeton,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #5,6,6,24,.000,Princeton,2014-11-07,19:00:00,"                 Princeton, NJ (Dillon Gym)

",315,https://gocrimson.com/boxscore.aspx?id=25968&path=wvball
Set #1,14,5,38,.237,Harvard,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #2,16,6,44,.227,Harvard,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #3,15,8,36,.194,Harvard,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #4,12,7,35,.143,Harvard,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #5,9,1,22,.364,Harvard,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #1,14,8,37,.162,Penn,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #2,15,8,44,.159,Penn,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #3,15,5,32,.312,Penn,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #4,13,2,34,.324,Penn,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #5,9,4,26,.192,Penn,2014-11-08,17:00:00,"                 Philadelphia, Pa. (The Palestra)

",209,https://gocrimson.com/boxscore.aspx?id=25969&path=wvball
Set #1,12,6,36,.167,Columbia,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
Set #2,10,11,43,-.023,Columbia,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
Set #3,16,4,38,.316,Columbia,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
Set #1,16,1,41,.366,Harvard,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
Set #2,11,7,39,.103,Harvard,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
Set #3,17,3,41,.341,Harvard,2014-11-14,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",221,https://gocrimson.com/boxscore.aspx?id=25970&path=wvball
Set #1,14,2,28,.429,Cornell,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #2,11,6,33,.152,Cornell,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #3,10,3,34,.206,Cornell,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #4,9,8,35,.029,Cornell,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #1,14,4,32,.312,Harvard,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #2,14,3,27,.407,Harvard,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #3,17,7,43,.233,Harvard,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #4,14,2,32,.375,Harvard,2014-11-15,17:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",377,https://gocrimson.com/boxscore.aspx?id=25971&path=wvball
Set #1,14,6,45,.178,Yale,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
Set #2,17,5,48,.250,Yale,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
Set #3,18,6,44,.273,Yale,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
Set #1,12,7,45,.111,Harvard,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
Set #2,15,7,45,.178,Harvard,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
Set #3,12,3,37,.243,Harvard,2014-11-21,19:00:00,"                 Cambridge, Mass. (Malkin Athletic Cent)

",668,https://gocrimson.com/boxscore.aspx?id=25972&path=wvball
Set #1,2,5,27,-.111,Bard College,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
Set #2,6,5,25,.040,Bard College,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
Set #3,4,6,17,-.118,Bard College,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
Set #1,14,9,36,.139,Pitt-Bradford,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
Set #2,16,2,33,.424,Pitt-Bradford,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
Set #3,13,3,18,.556,Pitt-Bradford,2014-08-29,17:00:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4634&path=wvball
Set #1,11,6,27,.185,Bard College,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
Set #2,1,6,18,-.278,Bard College,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
Set #3,0,4,9,-.444,Bard College,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
Set #1,13,2,26,.423,Wentworth,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
Set #2,12,4,24,.333,Wentworth,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
Set #3,5,2,12,.250,Wentworth,2014-08-30,11:45:00,"                 Scranton, Pa. (John Long Center)

",50,https://bardathletics.com/boxscore.aspx?id=4635&path=wvball
Set #1,0,0,0,.000,GMWV,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
Set #2,0,0,0,.000,GMWV,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
Set #3,0,0,0,.000,GMWV,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
Set #1,0,0,0,.000,Bard College,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
Set #2,0,0,0,.000,Bard College,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
Set #3,0,0,0,.000,Bard College,2014-08-30,15:30:00,"                 Scranton, Pa. (John Long Center)

",25,https://bardathletics.com/boxscore.aspx?id=4636&path=wvball
Set #1,7,2,12,.417,Maritime (N.Y.),2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #2,6,5,24,.042,Maritime (N.Y.),2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #3,10,7,39,.077,Maritime (N.Y.),2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #4,14,11,50,.060,Maritime (N.Y.),2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #5,9,4,19,.263,Maritime (N.Y.),2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #1,8,10,26,-.077,Bard College,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #2,12,8,36,.111,Bard College,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #3,14,5,46,.196,Bard College,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #4,11,7,46,.087,Bard College,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #5,3,4,17,-.059,Bard College,2014-09-06,12:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",60,https://bardathletics.com/boxscore.aspx?id=4638&path=wvball
Set #1,10,4,18,.333,Bard,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
Set #2,7,6,22,.045,Bard,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
Set #3,5,2,10,.300,Bard,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
Set #1,2,8,14,-.429,Sarah Lawrence,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
Set #2,3,3,19,.000,Sarah Lawrence,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
Set #3,1,7,10,-.600,Sarah Lawrence,2014-09-06,15:00:00,"                 Bronxville, N.Y. (Noyes Ct. @ Campbell)

",40,https://bardathletics.com/boxscore.aspx?id=4637&path=wvball
Set #1,14,6,33,.242,Manhattanville,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
Set #2,11,5,27,.222,Manhattanville,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
Set #3,9,6,23,.130,Manhattanville,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
Set #1,2,4,22,-.091,Bard College,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
Set #2,7,6,25,.040,Bard College,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
Set #3,6,7,19,-.053,Bard College,2014-09-10,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",65,https://bardathletics.com/boxscore.aspx?id=4643&path=wvball
Set #1,0,0,0,.000,Hamilton College,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
Set #2,0,0,0,.000,Hamilton College,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
Set #3,0,0,0,.000,Hamilton College,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
Set #1,4,4,14,.000,Bard College,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
Set #2,2,3,14,-.071,Bard College,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
Set #3,3,5,14,-.143,Bard College,2014-09-12,18:00:00,"                 Oswego, N.Y. (Max Ziel Gymnaisum)

",0,https://bardathletics.com/boxscore.aspx?id=4639&path=wvball
Set #1,0,0,0,.000,Alfred University,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #2,0,0,0,.000,Alfred University,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #3,0,0,0,.000,Alfred University,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #4,0,0,0,.000,Alfred University,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #1,7,5,18,.111,Bard College,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #2,3,5,16,-.125,Bard College,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #3,6,1,14,.357,Bard College,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #4,5,6,23,-.043,Bard College,2014-09-12,20:00:00,"                 Oswego, N.Y. (Max ZIel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4640&path=wvball
Set #1,0,0,0,.000,Bard College,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #2,0,0,0,.000,Bard College,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #3,0,0,0,.000,Bard College,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #4,0,0,0,.000,Bard College,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #1,0,0,0,.000,Potsdam,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #2,0,0,0,.000,Potsdam,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #3,0,0,0,.000,Potsdam,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #4,0,0,0,.000,Potsdam,2014-09-13,10:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4641&path=wvball
Set #1,0,0,0,.000,Wells College,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
Set #2,0,0,0,.000,Wells College,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
Set #3,0,0,0,.000,Wells College,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
Set #1,0,0,0,.000,Bard College,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
Set #2,0,0,0,.000,Bard College,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
Set #3,0,0,0,.000,Bard College,2014-09-13,14:00:00,"                 Oswego, N.Y. (Max Ziel Gymnasium)

",0,https://bardathletics.com/boxscore.aspx?id=4642&path=wvball
Set #1,9,9,33,.000,Purchase,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
Set #2,9,4,31,.161,Purchase,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
Set #3,7,8,26,-.038,Purchase,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
Set #1,10,9,35,.029,Bard College,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
Set #2,13,8,36,.139,Bard College,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
Set #3,10,7,28,.107,Bard College,2014-09-17,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4644&path=wvball
Set #1,7,5,17,.118,VASSAR,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
Set #2,16,6,36,.278,VASSAR,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
Set #3,10,3,18,.389,VASSAR,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
Set #1,3,6,18,-.167,Bard College,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
Set #2,4,5,25,-.040,Bard College,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
Set #3,3,3,12,.000,Bard College,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",56,https://bardathletics.com/boxscore.aspx?id=4645&path=wvball
Set #1,16,6,29,.345,Clarkson,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
Set #2,18,5,36,.361,Clarkson,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
Set #3,8,2,16,.375,Clarkson,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
Set #1,0,6,22,-.273,Bard College,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
Set #2,7,3,18,.222,Bard College,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
Set #3,2,9,16,-.438,Bard College,2014-09-19,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",100,https://bardathletics.com/boxscore.aspx?id=4646&path=wvball
