Set,K,E,TA,%,team,Date,Time,Site,Attendance,url
Set #1,13,6,27,.259,St. Lawrence,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
Set #2,8,0,10,.800,St. Lawrence,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
Set #3,17,4,32,.406,St. Lawrence,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
Set #1,3,4,19,-.053,Bard College,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
Set #2,0,9,16,-.562,Bard College,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
Set #3,6,5,23,.043,Bard College,2014-09-20,12:00:00,"                 Poughkeepsie, NY (AFC)

",40,https://bardathletics.com/boxscore.aspx?id=4647&path=wvball
Set #1,12,9,31,.097,RIT,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
Set #2,11,10,31,.032,RIT,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
Set #3,11,4,29,.241,RIT,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
Set #1,4,6,31,-.065,Bard College,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
Set #2,5,3,19,.105,Bard College,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
Set #3,9,6,29,.103,Bard College,2014-09-20,14:00:00,"                 Poughkeepsie, NY (AFC)

",41,https://bardathletics.com/boxscore.aspx?id=4648&path=wvball
Set #1,7,3,18,.222,BARD,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
Set #2,4,8,28,-.143,BARD,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
Set #3,6,4,24,.083,BARD,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
Set #1,6,1,23,.217,SUNY Cobleskill,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
Set #2,9,5,34,.118,SUNY Cobleskill,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
Set #3,9,4,25,.200,SUNY Cobleskill,2014-09-24,19:00:00,"                 Cobleskill, N.Y. (Iorio Gymnasium)

",134,https://bardathletics.com/boxscore.aspx?id=4649&path=wvball
Set #1,8,7,24,.042,Bay Path,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #2,3,5,21,-.095,Bay Path,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #3,9,4,23,.217,Bay Path,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #4,13,4,29,.310,Bay Path,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #5,3,1,11,.182,Bay Path,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #1,9,7,21,.095,Bard College,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #2,11,9,32,.062,Bard College,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #3,11,5,26,.231,Bard College,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #4,11,7,29,.138,Bard College,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #5,3,5,17,-.118,Bard College,2014-09-27,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",40,https://bardathletics.com/boxscore.aspx?id=4650&path=wvball
Set #1,11,6,29,.172,John Jay,2014-09-27,15:35:00,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4651&path=wvball
Set #2,6,6,17,.000,John Jay,2014-09-27,15:35:00,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4651&path=wvball
Set #3,15,4,30,.367,John Jay,2014-09-27,15:35:00,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4651&path=wvball
Set #1,9,4,30,.167,Bard College,2014-09-27,15:35:00,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4651&path=wvball
Set #2,5,5,19,.000,Bard College,2014-09-27,15:35:00,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4651&path=wvball
Set #3,6,4,35,.057,Bard College,2014-09-27,15:35:00,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4651&path=wvball
Set #1,6,12,28,-.214,Bard College,2014-10-03,18:05:00,"                 Potsdam, NY (Alumni Gym)

",55,https://bardathletics.com/boxscore.aspx?id=4652&path=wvball
Set #2,4,4,19,.000,Bard College,2014-10-03,18:05:00,"                 Potsdam, NY (Alumni Gym)

",55,https://bardathletics.com/boxscore.aspx?id=4652&path=wvball
Set #3,4,8,19,-.211,Bard College,2014-10-03,18:05:00,"                 Potsdam, NY (Alumni Gym)

",55,https://bardathletics.com/boxscore.aspx?id=4652&path=wvball
Set #1,10,4,27,.222,Union,2014-10-03,18:05:00,"                 Potsdam, NY (Alumni Gym)

",55,https://bardathletics.com/boxscore.aspx?id=4652&path=wvball
Set #2,12,6,31,.194,Union,2014-10-03,18:05:00,"                 Potsdam, NY (Alumni Gym)

",55,https://bardathletics.com/boxscore.aspx?id=4652&path=wvball
Set #3,6,3,15,.200,Union,2014-10-03,18:05:00,"                 Potsdam, NY (Alumni Gym)

",55,https://bardathletics.com/boxscore.aspx?id=4652&path=wvball
Set #1,5,7,19,-.105,Bard College,2014-10-03,20:00:00,"                 Potsdam, NY (Alumni Gym)

",109,https://bardathletics.com/boxscore.aspx?id=4653&path=wvball
Set #2,4,8,22,-.182,Bard College,2014-10-03,20:00:00,"                 Potsdam, NY (Alumni Gym)

",109,https://bardathletics.com/boxscore.aspx?id=4653&path=wvball
Set #3,5,5,26,.000,Bard College,2014-10-03,20:00:00,"                 Potsdam, NY (Alumni Gym)

",109,https://bardathletics.com/boxscore.aspx?id=4653&path=wvball
Set #1,10,2,26,.308,St. Lawrence,2014-10-03,20:00:00,"                 Potsdam, NY (Alumni Gym)

",109,https://bardathletics.com/boxscore.aspx?id=4653&path=wvball
Set #2,10,5,25,.200,St. Lawrence,2014-10-03,20:00:00,"                 Potsdam, NY (Alumni Gym)

",109,https://bardathletics.com/boxscore.aspx?id=4653&path=wvball
Set #3,16,6,37,.270,St. Lawrence,2014-10-03,20:00:00,"                 Potsdam, NY (Alumni Gym)

",109,https://bardathletics.com/boxscore.aspx?id=4653&path=wvball
Set #1,13,7,39,.154,Bard College,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #2,11,4,27,.259,Bard College,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #3,9,8,40,.025,Bard College,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #4,5,6,19,-.053,Bard College,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #1,13,8,42,.119,Skidmore,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #2,7,7,34,.000,Skidmore,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #3,11,8,46,.065,Skidmore,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #4,11,7,26,.154,Skidmore,2014-10-04,12:00:00,"                 St. Lawrence ()

",50,https://bardathletics.com/boxscore.aspx?id=4654&path=wvball
Set #1,6,7,41,-.024,Bard College,2014-10-04,17:25:00,"                 Canton, NY (SUNY Canton)

",45,https://bardathletics.com/boxscore.aspx?id=4655&path=wvball
Set #2,3,3,22,.000,Bard College,2014-10-04,17:25:00,"                 Canton, NY (SUNY Canton)

",45,https://bardathletics.com/boxscore.aspx?id=4655&path=wvball
Set #3,7,3,19,.211,Bard College,2014-10-04,17:25:00,"                 Canton, NY (SUNY Canton)

",45,https://bardathletics.com/boxscore.aspx?id=4655&path=wvball
Set #1,15,2,37,.351,Clarkson,2014-10-04,17:25:00,"                 Canton, NY (SUNY Canton)

",45,https://bardathletics.com/boxscore.aspx?id=4655&path=wvball
Set #2,17,7,40,.250,Clarkson,2014-10-04,17:25:00,"                 Canton, NY (SUNY Canton)

",45,https://bardathletics.com/boxscore.aspx?id=4655&path=wvball
Set #3,11,3,21,.381,Clarkson,2014-10-04,17:25:00,"                 Canton, NY (SUNY Canton)

",45,https://bardathletics.com/boxscore.aspx?id=4655&path=wvball
Set #1,16,1,32,.469,Sage Colleges,2014-10-08,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",45,https://bardathletics.com/boxscore.aspx?id=4656&path=wvball
Set #2,12,0,19,.632,Sage Colleges,2014-10-08,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",45,https://bardathletics.com/boxscore.aspx?id=4656&path=wvball
Set #3,7,3,28,.143,Sage Colleges,2014-10-08,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",45,https://bardathletics.com/boxscore.aspx?id=4656&path=wvball
Set #1,16,4,31,.387,Bard College,2014-10-08,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",45,https://bardathletics.com/boxscore.aspx?id=4656&path=wvball
Set #2,1,7,18,-.333,Bard College,2014-10-08,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",45,https://bardathletics.com/boxscore.aspx?id=4656&path=wvball
Set #3,3,13,30,-.333,Bard College,2014-10-08,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",45,https://bardathletics.com/boxscore.aspx?id=4656&path=wvball
Set #1,8,2,21,.286,CCNY,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #2,14,3,30,.367,CCNY,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #3,8,3,23,.217,CCNY,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #4,8,5,27,.111,CCNY,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #1,8,10,29,-.069,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #2,11,3,29,.276,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #3,9,4,29,.172,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #4,9,1,29,.276,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4657&path=wvball
Set #1,10,5,30,.167,USJ,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #2,13,5,34,.235,USJ,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #3,11,5,35,.171,USJ,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #4,11,0,35,.314,USJ,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #1,12,4,28,.286,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #2,4,3,18,.056,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #3,7,5,20,.100,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #4,5,4,28,.036,Bard College,2014-10-11,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",25,https://bardathletics.com/boxscore.aspx?id=4658&path=wvball
Set #1,7,10,35,-.086,Bard,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #2,8,4,22,.182,Bard,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #3,8,6,34,.059,Bard,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #4,7,5,35,.057,Bard,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #1,9,6,36,.083,Mount Saint Mary,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #2,9,11,31,-.065,Mount Saint Mary,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #3,15,7,39,.205,Mount Saint Mary,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #4,11,6,36,.139,Mount Saint Mary,2014-10-14,19:00:00,"                 Newburgh, NY (Kaplan Center)

",61,https://bardathletics.com/boxscore.aspx?id=4659&path=wvball
Set #1,15,6,30,.300,Union,2014-10-17,NA,"                 Unknown ()

",100,https://bardathletics.com/boxscore.aspx?id=4661&path=wvball
Set #2,10,7,28,.107,Union,2014-10-17,NA,"                 Unknown ()

",100,https://bardathletics.com/boxscore.aspx?id=4661&path=wvball
Set #3,10,2,17,.471,Union,2014-10-17,NA,"                 Unknown ()

",100,https://bardathletics.com/boxscore.aspx?id=4661&path=wvball
Set #1,9,4,28,.179,Bard College,2014-10-17,NA,"                 Unknown ()

",100,https://bardathletics.com/boxscore.aspx?id=4661&path=wvball
Set #2,5,6,24,-.042,Bard College,2014-10-17,NA,"                 Unknown ()

",100,https://bardathletics.com/boxscore.aspx?id=4661&path=wvball
Set #3,3,7,18,-.222,Bard College,2014-10-17,NA,"                 Unknown ()

",100,https://bardathletics.com/boxscore.aspx?id=4661&path=wvball
Set #1,3,5,19,-.105,Bard College,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #2,4,2,18,.111,Bard College,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #3,7,4,22,.136,Bard College,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #4,5,5,23,.000,Bard College,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #1,13,5,23,.348,RIT,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #2,13,2,21,.524,RIT,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #3,8,13,35,-.143,RIT,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #4,16,9,36,.194,RIT,2014-10-17,NA,"                 Rochester, NY (Clark Gym)

",100,https://bardathletics.com/boxscore.aspx?id=4660&path=wvball
Set #1,5,4,16,.062,Bard College,2014-10-18,12:00:00,"                 Rochester, N.Y. (Clark Gym)

",75,https://bardathletics.com/boxscore.aspx?id=4662&path=wvball
Set #2,3,4,22,-.045,Bard College,2014-10-18,12:00:00,"                 Rochester, N.Y. (Clark Gym)

",75,https://bardathletics.com/boxscore.aspx?id=4662&path=wvball
Set #3,7,6,34,.029,Bard College,2014-10-18,12:00:00,"                 Rochester, N.Y. (Clark Gym)

",75,https://bardathletics.com/boxscore.aspx?id=4662&path=wvball
Set #1,8,2,21,.286,VASSAR,2014-10-18,12:00:00,"                 Rochester, N.Y. (Clark Gym)

",75,https://bardathletics.com/boxscore.aspx?id=4662&path=wvball
Set #2,15,7,43,.186,VASSAR,2014-10-18,12:00:00,"                 Rochester, N.Y. (Clark Gym)

",75,https://bardathletics.com/boxscore.aspx?id=4662&path=wvball
Set #3,12,7,38,.132,VASSAR,2014-10-18,12:00:00,"                 Rochester, N.Y. (Clark Gym)

",75,https://bardathletics.com/boxscore.aspx?id=4662&path=wvball
Set #1,8,7,33,.030,Bard College,2014-10-18,02:00:00,"                 RIT ()

",100,https://bardathletics.com/boxscore.aspx?id=4663&path=wvball
Set #2,9,7,27,.074,Bard College,2014-10-18,02:00:00,"                 RIT ()

",100,https://bardathletics.com/boxscore.aspx?id=4663&path=wvball
Set #3,5,4,26,.038,Bard College,2014-10-18,02:00:00,"                 RIT ()

",100,https://bardathletics.com/boxscore.aspx?id=4663&path=wvball
Set #1,14,1,32,.406,Skidmore,2014-10-18,02:00:00,"                 RIT ()

",100,https://bardathletics.com/boxscore.aspx?id=4663&path=wvball
Set #2,13,4,29,.310,Skidmore,2014-10-18,02:00:00,"                 RIT ()

",100,https://bardathletics.com/boxscore.aspx?id=4663&path=wvball
Set #3,12,7,43,.116,Skidmore,2014-10-18,02:00:00,"                 RIT ()

",100,https://bardathletics.com/boxscore.aspx?id=4663&path=wvball
Set #1,9,4,23,.217,BCWVB,2014-10-25,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4665&path=wvball
Set #2,3,9,25,-.240,BCWVB,2014-10-25,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4665&path=wvball
Set #3,9,3,26,.231,BCWVB,2014-10-25,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4665&path=wvball
Set #4,9,9,28,.000,BCWVB,2014-10-25,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4665&path=wvball
Set #1,10,7,27,.111,Bard College,2014-10-25,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4665&path=wvball
Set #2,5,3,26,.077,Bard College,2014-10-25,NA,"                 Annandale, N.Y. (Stevenson Ath. Ctr.)

",30,https://bardathletics.com/boxscore.aspx?id=4665&path=wvball
