School,Abbrev. Name,h_a,set,points,Date,Time,Site,Attendance,url
"SUNY Canton
                                        ",    CANTON,Home,2,25,2013-10-05,12:50:00,"                 Union, N.J. (Harwood Arena)

",55,https://rooathletics.com/boxscore.aspx?id=1218&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,3,25,2013-10-05,12:50:00,"                 Union, N.J. (Harwood Arena)

",55,https://rooathletics.com/boxscore.aspx?id=1218&path=wvball
"Brooklyn College
                                       ",     BCWVB,Away,1,13,2013-10-05,12:50:00,"                 Union, N.J. (Harwood Arena)

",55,https://rooathletics.com/boxscore.aspx?id=1218&path=wvball
"Brooklyn College
                                       ",     BCWVB,Away,2,10,2013-10-05,12:50:00,"                 Union, N.J. (Harwood Arena)

",55,https://rooathletics.com/boxscore.aspx?id=1218&path=wvball
"Brooklyn College
                                       ",     BCWVB,Away,3,21,2013-10-05,12:50:00,"                 Union, N.J. (Harwood Arena)

",55,https://rooathletics.com/boxscore.aspx?id=1218&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,1,25,2013-10-09,18:30:00,"                 Brighton, NY ()

",0,https://rooathletics.com/boxscore.aspx?id=1240&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,2,25,2013-10-09,18:30:00,"                 Brighton, NY ()

",0,https://rooathletics.com/boxscore.aspx?id=1240&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,3,25,2013-10-09,18:30:00,"                 Brighton, NY ()

",0,https://rooathletics.com/boxscore.aspx?id=1240&path=wvball
"Paul Smith's College
                                          ",  PAUSMITH,Away,1,12,2013-10-09,18:30:00,"                 Brighton, NY ()

",0,https://rooathletics.com/boxscore.aspx?id=1240&path=wvball
"Paul Smith's College
                                          ",  PAUSMITH,Away,2,16,2013-10-09,18:30:00,"                 Brighton, NY ()

",0,https://rooathletics.com/boxscore.aspx?id=1240&path=wvball
"Paul Smith's College
                                          ",  PAUSMITH,Away,3,15,2013-10-09,18:30:00,"                 Brighton, NY ()

",0,https://rooathletics.com/boxscore.aspx?id=1240&path=wvball
"Maine-Fort Kent
                                      ",      UMFK,Home,1,14,2013-10-12,11:00:00,"                 Canton, NY (Roos House)

",80,https://rooathletics.com/boxscore.aspx?id=1219&path=wvball
"Maine-Fort Kent
                                      ",      UMFK,Home,2,12,2013-10-12,11:00:00,"                 Canton, NY (Roos House)

",80,https://rooathletics.com/boxscore.aspx?id=1219&path=wvball
"Maine-Fort Kent
                                      ",      UMFK,Home,3,14,2013-10-12,11:00:00,"                 Canton, NY (Roos House)

",80,https://rooathletics.com/boxscore.aspx?id=1219&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,25,2013-10-12,11:00:00,"                 Canton, NY (Roos House)

",80,https://rooathletics.com/boxscore.aspx?id=1219&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2013-10-12,11:00:00,"                 Canton, NY (Roos House)

",80,https://rooathletics.com/boxscore.aspx?id=1219&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2013-10-12,11:00:00,"                 Canton, NY (Roos House)

",80,https://rooathletics.com/boxscore.aspx?id=1219&path=wvball
"Morrisville State
                                      ",      MORW,Home,1,13,2013-10-12,15:00:00,"                 Canton, NY (Roos House)

",85,https://rooathletics.com/boxscore.aspx?id=1220&path=wvball
"Morrisville State
                                      ",      MORW,Home,2,16,2013-10-12,15:00:00,"                 Canton, NY (Roos House)

",85,https://rooathletics.com/boxscore.aspx?id=1220&path=wvball
"Morrisville State
                                      ",      MORW,Home,3,13,2013-10-12,15:00:00,"                 Canton, NY (Roos House)

",85,https://rooathletics.com/boxscore.aspx?id=1220&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,25,2013-10-12,15:00:00,"                 Canton, NY (Roos House)

",85,https://rooathletics.com/boxscore.aspx?id=1220&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2013-10-12,15:00:00,"                 Canton, NY (Roos House)

",85,https://rooathletics.com/boxscore.aspx?id=1220&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2013-10-12,15:00:00,"                 Canton, NY (Roos House)

",85,https://rooathletics.com/boxscore.aspx?id=1220&path=wvball
"Maine-Fort Kent
                                      ",      UMFK,Home,1,12,2013-10-13,11:00:00,"                 Canton, NY (Roos House)

",55,https://rooathletics.com/boxscore.aspx?id=1221&path=wvball
"Maine-Fort Kent
                                      ",      UMFK,Home,2,20,2013-10-13,11:00:00,"                 Canton, NY (Roos House)

",55,https://rooathletics.com/boxscore.aspx?id=1221&path=wvball
"Maine-Fort Kent
                                      ",      UMFK,Home,3,12,2013-10-13,11:00:00,"                 Canton, NY (Roos House)

",55,https://rooathletics.com/boxscore.aspx?id=1221&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,25,2013-10-13,11:00:00,"                 Canton, NY (Roos House)

",55,https://rooathletics.com/boxscore.aspx?id=1221&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2013-10-13,11:00:00,"                 Canton, NY (Roos House)

",55,https://rooathletics.com/boxscore.aspx?id=1221&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2013-10-13,11:00:00,"                 Canton, NY (Roos House)

",55,https://rooathletics.com/boxscore.aspx?id=1221&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,1,18,2013-10-18,15:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",240,https://rooathletics.com/boxscore.aspx?id=1222&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,2,17,2013-10-18,15:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",240,https://rooathletics.com/boxscore.aspx?id=1222&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,3,21,2013-10-18,15:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",240,https://rooathletics.com/boxscore.aspx?id=1222&path=wvball
"Clarkson University
                                    ",        CU,Away,1,25,2013-10-18,15:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",240,https://rooathletics.com/boxscore.aspx?id=1222&path=wvball
"Clarkson University
                                    ",        CU,Away,2,25,2013-10-18,15:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",240,https://rooathletics.com/boxscore.aspx?id=1222&path=wvball
"Clarkson University
                                    ",        CU,Away,3,25,2013-10-18,15:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",240,https://rooathletics.com/boxscore.aspx?id=1222&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,1,25,2013-10-18,17:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",40,https://rooathletics.com/boxscore.aspx?id=1223&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,2,25,2013-10-18,17:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",40,https://rooathletics.com/boxscore.aspx?id=1223&path=wvball
"SUNY Canton
                                        ",    CANTON,Home,3,25,2013-10-18,17:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",40,https://rooathletics.com/boxscore.aspx?id=1223&path=wvball
"Brockport
                                         ",   BROCKVB,Away,1,22,2013-10-18,17:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",40,https://rooathletics.com/boxscore.aspx?id=1223&path=wvball
"Brockport
                                         ",   BROCKVB,Away,2,17,2013-10-18,17:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",40,https://rooathletics.com/boxscore.aspx?id=1223&path=wvball
"Brockport
                                         ",   BROCKVB,Away,3,19,2013-10-18,17:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",40,https://rooathletics.com/boxscore.aspx?id=1223&path=wvball
"Geneseo
                                         ",   GENESEO,Home,1,24,2013-10-19,14:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",80,https://rooathletics.com/boxscore.aspx?id=1224&path=wvball
"Geneseo
                                         ",   GENESEO,Home,2,22,2013-10-19,14:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",80,https://rooathletics.com/boxscore.aspx?id=1224&path=wvball
"Geneseo
                                         ",   GENESEO,Home,3,21,2013-10-19,14:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",80,https://rooathletics.com/boxscore.aspx?id=1224&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,26,2013-10-19,14:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",80,https://rooathletics.com/boxscore.aspx?id=1224&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2013-10-19,14:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",80,https://rooathletics.com/boxscore.aspx?id=1224&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2013-10-19,14:05:00,"                 Potsdam, NY (Alumni Gymnasium)

",80,https://rooathletics.com/boxscore.aspx?id=1224&path=wvball
"Michigan-Dearborn
                                      ",      MDVB,Home,1,15,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",50,https://rooathletics.com/boxscore.aspx?id=1225&path=wvball
"Michigan-Dearborn
                                      ",      MDVB,Home,2,21,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",50,https://rooathletics.com/boxscore.aspx?id=1225&path=wvball
"Michigan-Dearborn
                                      ",      MDVB,Home,3,18,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",50,https://rooathletics.com/boxscore.aspx?id=1225&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,25,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",50,https://rooathletics.com/boxscore.aspx?id=1225&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",50,https://rooathletics.com/boxscore.aspx?id=1225&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",50,https://rooathletics.com/boxscore.aspx?id=1225&path=wvball
"Hilbert College
                                     ",       HIL,Home,1,14,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"Hilbert College
                                     ",       HIL,Home,2,26,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"Hilbert College
                                     ",       HIL,Home,3,26,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"Hilbert College
                                     ",       HIL,Home,4,19,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"Hilbert College
                                     ",       HIL,Home,5,2,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,24,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,24,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,24,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,4,25,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,5,15,2013-10-25,NA,"                 Houghton, NY (Nielsen Center)

",125,https://rooathletics.com/boxscore.aspx?id=1226&path=wvball
"ALFRED
                                        ",    ALFRED,Home,1,18,2013-10-26,NA,"                 Unknown (Nielsen Center)

",0,https://rooathletics.com/boxscore.aspx?id=1227&path=wvball
"ALFRED
                                        ",    ALFRED,Home,2,14,2013-10-26,NA,"                 Unknown (Nielsen Center)

",0,https://rooathletics.com/boxscore.aspx?id=1227&path=wvball
"ALFRED
                                        ",    ALFRED,Home,3,18,2013-10-26,NA,"                 Unknown (Nielsen Center)

",0,https://rooathletics.com/boxscore.aspx?id=1227&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,1,25,2013-10-26,NA,"                 Unknown (Nielsen Center)

",0,https://rooathletics.com/boxscore.aspx?id=1227&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,2,25,2013-10-26,NA,"                 Unknown (Nielsen Center)

",0,https://rooathletics.com/boxscore.aspx?id=1227&path=wvball
"SUNY Canton
                                        ",    CANTON,Away,3,25,2013-10-26,NA,"                 Unknown (Nielsen Center)

",0,https://rooathletics.com/boxscore.aspx?id=1227&path=wvball
